Date,note_moyenne,nombre_avis
2005-09-01,4.088888888888889,225.0
2005-10-01,4.51948051948052,154.0
2005-11-01,4.555555555555555,135.0
2005-12-01,4.457894736842105,190.0
2006-01-01,4.285714285714286,252.0
2006-02-01,3.9395017793594307,281.0
2006-03-01,4.314935064935065,308.0
2006-04-01,4.1567567567567565,185.0
2006-05-01,4.552631578947368,190.0
2006-06-01,4.4576271186440675,354.0
2006-07-01,4.313700384122919,781.0
2006-08-01,4.407061266874351,963.0
2006-09-01,4.168557536466775,617.0
2006-10-01,4.263399693721286,653.0
2006-11-01,4.368301886792453,1325.0
2006-12-01,4.31758530183727,762.0
2007-01-01,4.432830930537353,3052.0
2007-02-01,4.374301675977653,1432.0
2007-03-01,4.3653051858650755,2179.0
2007-04-01,4.397683397683398,1036.0
2007-05-01,4.473610462400747,2141.0
2007-06-01,4.3870481927710845,1328.0
2007-07-01,4.385873119686069,1529.0
2007-08-01,4.3478260869565215,1679.0
2007-09-01,4.421496904895892,1777.0
2007-10-01,4.302997275204359,1835.0
2007-11-01,4.370035193564605,1989.0
2007-12-01,4.3956091261300045,2323.0
2008-01-01,4.361275964391691,2696.0
2008-02-01,4.410114433370247,2709.0
2008-03-01,4.371157323688969,2212.0
2008-04-01,4.298181818181818,2475.0
2008-05-01,4.423529411764706,2975.0
2008-06-01,4.330829756795422,2796.0
2008-07-01,4.3768793852322085,2993.0
2008-08-01,4.267151767151767,2886.0
2008-09-01,4.370032810791105,2743.0
2008-10-01,4.3455014749262535,2712.0
2008-11-01,4.366474689299788,3299.0
2008-12-01,4.247886555767657,3667.0
2009-01-01,4.373289287399717,4238.0
2009-02-01,4.311776061776062,4144.0
2009-03-01,4.283418107833164,4915.0
2009-04-01,4.357836644591612,4530.0
2009-05-01,4.2914001421464105,4221.0
2009-06-01,4.292619766940009,4634.0
2009-07-01,4.2507552870090635,3972.0
2009-08-01,4.33064713064713,4095.0
2009-09-01,4.285163032992475,5183.0
2009-10-01,4.298445799724572,5083.0
2009-11-01,4.2912973408541495,4964.0
2009-12-01,4.253039087338695,5347.0
2010-01-01,4.243608774534059,6063.0
2010-02-01,4.3456243076436145,6319.0
2010-03-01,4.280062548866302,6395.0
2010-04-01,4.281568765388674,5686.0
2010-05-01,4.294454441354491,6113.0
2010-06-01,4.2300319488817895,5634.0
2010-07-01,4.210766289160171,6799.0
2010-08-01,4.176716676283901,6932.0
2010-09-01,4.158393555265964,8441.0
2010-10-01,4.1166968053044,8295.0
2010-11-01,4.181848777204397,8914.0
2010-12-01,4.0334207713980375,10293.0
2011-01-01,4.1181662172101,12237.0
2011-02-01,4.088902354570637,11552.0
2011-03-01,4.195373779414119,12494.0
2011-04-01,4.175440117942936,11531.0
2011-05-01,4.179254692175174,11029.0
2011-06-01,4.131292931049474,11501.0
2011-07-01,4.136271241564355,12299.0
2011-08-01,4.192089990685678,13957.0
2011-09-01,4.193339188002432,14803.0
2011-10-01,4.1282560308006975,16623.0
2011-11-01,4.1340930089313215,16235.0
2011-12-01,4.080418111146129,19038.0
2012-01-01,4.095776076731532,21686.0
2012-02-01,4.105016757993297,18797.0
2012-03-01,4.071334681496461,19780.0
2012-04-01,4.127404354259141,18924.0
2012-05-01,4.120452791355802,19435.0
2012-06-01,4.085849942030586,18113.0
2012-07-01,4.147780520985539,19847.0
2012-08-01,4.123626096601795,19834.0
2012-09-01,4.119934282584885,21912.0
2012-10-01,4.178848991637974,20330.0
